CIRCLE,DISTRICT,ZONE_ID,GRID_NAME,FEEDER_NAME,SUBSTATION_NAME,OPEN_DATE,CLOSE_DATE,FAULT_TYPE,FAULT_REASON,ZSO_NAME,LAST_PROTECTION_VISITOR_NAME,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,O/D RMU HARIJAN BASTI ( Z-518),E - BLK MARKET,4/1/2017 11:26,4/1/2017 12:25,MAINTENANCE CAUSE,LT problem,Satish Kumar,,,
Urban Circle,Shalimarbagh,532,WAZIRABAD,WAZIRABAD W/W O/D,EAST FRIEND ENCLAVE NO-2,4/1/2017 11:51,4/1/2017 12:56,MAINTENANCE CAUSE,Maintenance cause,VIPIN SINGH,,,
Urban Circle,Rohini,571,PITAM PURA - I,A-BLOCK PRASHANT VIHAR,JAGAT PUR EXT.,4/1/2017 11:52,4/1/2017 12:15,TX FAULT,Maintenance cause,NA,,,
Metro Circle,Kesahav Puram,502,ASHOK VIHAR,F BLK JJ COLONY,B-BLOCK CRIME BRANCH (PL/M),4/1/2017 11:17,4/1/2017 12:42,O/H FAULT,Bird age,NA,,,
City Circle,Moti Nagar,1301,REWARI LINE,SHOPPING CENTER,MASJID WALA S/STN,4/1/2017 11:28,4/1/2017 14:13,O/H FAULT,LT problem,NA,,,
Urban Circle,Shalimarbagh,505,JAHANGIR PURI,C-BLOCK RELIANCE S/S,COLD HOLD KIRTI NAGAR INDUS. AREA,4/1/2017 12:19,4/1/2017 13:15,MAINTENANCE CAUSE,Tree fault,Anil Kumar,,,
Metro Circle,Pitam Pura,504,PITAM PURA - II,MAULANA AZAD,E - BLK MARKET,4/1/2017 12:31,4/1/2017 12:50,MAINTENANCE CAUSE,TX HT fuse blown,MC Sharma,,,
Metro Circle,Mangolpuri,519,ROHINI SEC - 22,BEGUMPUR S/S SEC-22 RHN,HT504-26/32,4/1/2017 12:50,4/1/2017 14:53,TX FAULT,Others,NA,,,
Metro Circle,Mangolpuri,519,ROHINI SEC - 22,BEGUMPUR S/S SEC-22 RHN,HT519-40/4/2/1,4/1/2017 14:31,4/1/2017 14:54,TX FAULT,LT problem,RAMESH,,,
Sub Urban Circle,Bawana,533,GHEVRA SAVDA,JJ COLONY SAWDA NO-2,BEGUMPUR BUS STAND,4/1/2017 13:38,4/1/2017 16:15,TX FAULT,Tree fault,NA,,,
Sub Urban Circle,Bawana,533,GHEVRA SAVDA,JJ COLONY SAWDA NO-2,HT533-24/50,4/1/2017 15:44,4/1/2017 16:15,TX FAULT,Loose conductor,RAMESH CHAND,,,
Urban Circle,Shalimarbagh,532,WAZIRABAD,JAGATPUR EXT. FEEDER NO-2,J.J COLONY SAWDA NO-2,4/1/2017 13:58,4/1/2017 15:53,TRANSIENT FAULT,HT Jumper opened,NA,,,
City Circle,Moti Nagar,1302,PVR PAYAL,MAGGO O/H HVDS,JAGAT PUR EXT.,4/1/2017 12:40,4/1/2017 13:54,TRANSIENT FAULT,Animal electrocuted,NA,,,
Sub Urban Circle,Bawana,521,POOTH KHURD,MB HOSPITAL FDR-1,MAGGO O/H HVDS,4/1/2017 14:04,4/1/2017 14:37,TRANSIENT FAULT,Maintenance cause,NA,,,
Sub Urban Circle,Narela,514,BAWANA CW,HOLAMBI KALAN O/H CKT,M.B.HOSPITAL,4/1/2017 14:58,4/1/2017 16:10,MAINTENANCE CAUSE,Bird age,Manoj Kumar,,,
Urban Circle,Shalimarbagh,505,JAHANGIR PURI,NEW JAL BOARD S/S,HT514-47/48/4,4/1/2017 11:27,4/1/2017 13:35,TX FAULT,Restored,NA,,,
City Circle,Moti Nagar,1302,220 KV NARAINA,MAGGO S/S PH-1 FDR-2 (MAGGO S/STN. - II),HT505-31/17/9,4/1/2017 16:51,4/1/2017 17:30,MAINTENANCE CAUSE,Restored,Pankaj Khurana,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,O/D RMU HARIJAN BASTI ( Z-518),C-114,4/1/2017 16:08,4/1/2017 17:05,MAINTENANCE CAUSE,Joint failure,Satish Kumar,,,
Urban Circle,Badli,507,BADLI,RAJA VIHAR KHADDA BASTI,EAST FRIEND ENCLAVE NO-2,4/1/2017 16:42,4/1/2017 17:24,O/H FAULT,LT problem,NA,,,
Urban Circle,Badli,507,BADLI,RAJA VIHAR KHADDA BASTI,BADLI,4/1/2017 17:24,4/1/2017 17:50,O/H FAULT,Restored,NA,,,
Sub Urban Circle,Bawana,521,BAWANA - 6,LCH-1184,LATT WALA,4/1/2017 16:53,4/1/2017 17:21,MAINTENANCE CAUSE,Sabotage (Short circuit - External Wire),Suresh kumar,,,
Metro Circle,Kesahav Puram,502,WAZIR PUR - II,E-BLK PH-1,LCH-1184,4/1/2017 16:48,4/1/2017 17:37,O/H FAULT,Restored,NA,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,T-BLK SULTAN PURI+ MAZRA NO-4,E-BLK PH-1,4/1/2017 15:43,4/1/2017 17:30,O/H FAULT,Sabotage (Short circuit - External Wire),NA,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,T-BLK SULTAN PURI+ MAZRA NO-4,F-4 SULTANPURI,4/1/2017 17:30,4/1/2017 19:22,O/H FAULT,Sabotage (short circuit - external wire),NA,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,T-BLK SULTAN PURI+ MAZRA NO-4,HT518-19/5,4/1/2017 19:05,4/1/2017 19:22,O/H FAULT,Tree Fault,Naresh Chand,,,
Sub Urban Circle,Bawana,513,ROHINI SEC - 23,JAIN NAGAR,80 GAJ HARIZEN BASTI,4/1/2017 18:02,4/1/2017 20:46,MAINTENANCE CAUSE,Sabotage (Short circuit - External Wire),Dharmender,,,
Metro Circle,Mangolpuri,519,ROHINI SEC - 22,RMU NEAR RG-22 GRID,HT513-2/25-26,4/1/2017 18:22,4/1/2017 20:12,TX FAULT,LT problem,NA,,,
Metro Circle,Mangolpuri,519,ROHINI SEC - 22,RMU NEAR RG-22 GRID,HT519-31/40/2/5/2,4/1/2017 19:16,4/1/2017 20:12,TX FAULT,Others,RAM PRAKASH,,,
Sub Urban Circle,Narela,517,TIGI PUR,SUBHASH CHOWK,"PSS PKT-6, SEC-22",4/1/2017 16:58,4/1/2017 18:36,TX FAULT,Bird age,NA,,,
Urban Circle,Shalimarbagh,505,JAHANGIR PURI,DDA NO-2 S/S FDR NO-1,HT517-45/7,4/1/2017 18:37,4/1/2017 19:06,MAINTENANCE CAUSE,Restored,OM PARKASH,,,
Sub Urban Circle,Bawana,521,220KV DSIDC BAWANA,C-BLK SEC-4,J-BLK JHOD WALA,4/1/2017 18:21,4/1/2017 19:12,TX FAULT,Tree fault,NA,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,O/D RMU HARIJAN BASTI ( Z-518),HT521-38/4/22/3,4/1/2017 19:18,4/1/2017 20:30,TX FAULT,Restored,NA,,,
Metro Circle,Mangolpuri,518,MANGOL PURI - I,O/D RMU HARIJAN BASTI ( Z-518),HT518-24/28/2,4/1/2017 20:04,4/1/2017 20:30,TX FAULT,Animal electrocuted,Naresh Chand,,,
Urban Circle,Badli,516,BADLI,AMAR JYOTI,E-7 SULTANPURI NO-2,4/1/2017 19:32,4/1/2017 21:18,MAINTENANCE CAUSE,Fuse blown off,MD. Khalid Hasan,,,
Sub Urban Circle,Narela,514,220 KV NARELA,NDPL COLONY FDR NO-2 (HVDS) (SOS BAWANA RAJEEV COLONY ),AMAR JYOTI,4/1/2017 20:27,4/1/2017 21:04,MAINTENANCE CAUSE,Restored,Vijay,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 2,S/S J-2837,HT514-75/14/2,4/1/2017 18:01,4/1/2017 19:41,TRANSIENT FAULT,HT ABC Failure,NA,,,
Urban Circle,Badli,581,ROHINI - VI,5/16 S/S FDR NO-2,S/S J-2837,4/1/2017 19:51,4/1/2017 21:00,TRANSIENT FAULT,TX HT fuse blown,NA,,,
Sub Urban Circle,Narela,517,A - 7 NARELA,SINGHOLA,J - 1 SARDAR COLONY,4/1/2017 19:01,4/1/2017 21:42,TX FAULT,HT jumper opened,NA,,,
Town Circle,Civil Lines,411,220 KV SUBZI MANDI,NEW COURT,HT517-21/R1,4/1/2017 23:30,4/1/2017 23:41,O/H FAULT,TX HT fuse blown,NA,,,
Urban Circle,Shalimarbagh,505,JAHANGIR PURI,C-BLOCK RELIANCE S/S,NEW COURT,4/2/2017 0:35,4/2/2017 1:35,TRANSIENT FAULT,HT ABC failure,NA,,,
Sub Urban Circle,Narela,514,220KV DSIDC BAWANA,BHORGARH IND. KIOSK FDR-2,C-BLK RELIANCE S/S,4/2/2017 6:16,4/2/2017 7:28,TRANSIENT FAULT,Sabotage (short circuit - external wire),NA,,,
Sub Urban Circle,Bawana,521,BAWANA - 6,"SEC-3 O,N,L BLOCK",unset,4/2/2017 6:42,4/2/2017 7:35,TX FAULT,Sabotage (short circuit - external wire),NA,,,
Metro Circle,Mangolpuri,519,ROHINI SEC - 23,RMU INFRONT OF RG-23 POOTHKALAN NO.1 S/S,SEC-3,4/2/2017 7:39,4/2/2017 8:05,MAINTENANCE CAUSE,Sabotage (short circuit - external wire),RAKSHAPAL SINGH,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 1,7A FEEDER,POOTHKALAN S/S NO-1,4/2/2017 7:10,4/2/2017 7:25,TRANSIENT FAULT,HT jumper opened,NA,,,
Town Circle,Model Town,412,G.T.K. ROAD,MULTI LEVEL CAR PARKING,HT522-5/2/1/44-45,4/2/2017 6:56,4/2/2017 7:04,MAINTENANCE CAUSE,HT jumper opened,Surajpal Singh,,,
Urban Circle,Shalimarbagh,503,SMB - FC,SMA S/S NO-5,G.T.K. ROAD,4/2/2017 7:10,4/2/2017 7:25,O/H FAULT,HT jumper opened,NA,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 2,S/S 71 FDR-1,SMA S/S NO 5,4/2/2017 8:40,4/2/2017 9:00,TX FAULT,Restored,NA,,,
Town Circle,Model Town,413,INDIRA VIHAR,376 S. F. S. FLATS S/STN.,HT522-28/1/39/33A,4/2/2017 8:17,4/2/2017 10:20,TX FAULT,Bird age,Radhey Sham,,,
Sub Urban Circle,Bawana,521,BAWANA-1,B BLK SEC-1,LSC AGGARWAL PLAZA ,4/2/2017 10:53,4/2/2017 11:11,MAINTENANCE CAUSE,Bird age,Rajvir Singh,,,
Urban Circle,Badli,507,BADLI,RAJA VIHAR KHADDA BASTI,HT521-66/33/7,4/2/2017 9:45,4/2/2017 10:03,TRANSIENT FAULT,Fuse Blown OFF,NA,,,
Sub Urban Circle,Bawana,533,220 KV KANJHAWLA,ABC KANJHAWLA CHOWK(ABC KANJHAWLA),SIRASPUR-2 (TALAB WALA),4/2/2017 8:50,4/2/2017 10:14,TX FAULT,CT/PT unit failure,NA,,,
Urban Circle,Badli,516,BADLI,BIA S/S NO-3 PH-3,JHIMAR PURA VILLAGE,4/2/2017 9:42,4/2/2017 11:05,TRANSIENT FAULT,Bird age,NA,,,
Sub Urban Circle,Bawana,521,BAWANA - 6,DE BLOCK SEC-3 DSIDC,BIA S/S NO-1 PH-3,4/2/2017 10:14,4/2/2017 10:35,MAINTENANCE CAUSE,Bird age,Rajvir Singh,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 2,S/S NO 43-1 F BLOCK RN2C,HT521-46/36/23/24,4/2/2017 12:11,4/2/2017 12:30,OTHERS,HT ABC failure,ASHOK CHABRA,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 1,S/S NO-20 E BLOCK,HT522-27/43/32,4/2/2017 10:33,4/2/2017 11:00,TRANSIENT FAULT,TX HT fuse blown,NA,,,
Sub Urban Circle,Narela,514,BAWANA - 7,RADHA KRISHNA RICE MILL FDR-2 (METRO VIHAR PH-1 AND 2),S/S NO - 20 E-BLOCK,4/2/2017 10:50,4/2/2017 11:08,TRANSIENT FAULT,Restored,NA,,,
Sub Urban Circle,Bawana,521,BAWANA - 7,JK BLOCK,RADHA KRISHNA RICE MILL S/STN,4/2/2017 9:42,4/2/2017 10:52,TX FAULT,Bird age,NA,,,
Sub Urban Circle,Bawana,521,220KV DSIDC BAWANA,LM BLOCK SEC-5,J-161 Sec-5,4/2/2017 9:39,4/2/2017 10:53,TX FAULT,TR switch/go/jumper burnt,NA,,,
Metro Circle,Kesahav Puram,509,WAZIR PUR - I,BC BLOCK,L-132,4/2/2017 12:21,4/2/2017 13:20,MAINTENANCE CAUSE,Restored,Vivek Kumar,,,
Sub Urban Circle,Narela,517,A.I.R. KHAM PUR,TIKRI SEWAGE PLANT,HT509-23/3/22,4/2/2017 11:28,4/2/2017 11:41,TRANSIENT FAULT,Found faulty after Hi pot-fault in run,NA,,,
Metro Circle,Mangolpuri,519,ROHINI - II,BUDH VIHAR PH-1 S/S NO-4,T.S.P. GATE,4/2/2017 11:00,4/2/2017 11:35,O/H FAULT,Tx HT fuse blown,NA,,,
Urban Circle,Shalimarbagh,505,JAHANGIR PURI,NEW JAL BOARD S/S,BUDH VIHAR PH-1 S/S NO-4,4/2/2017 11:44,4/2/2017 12:05,MAINTENANCE CAUSE,TX HT fuse blown,Anil Kumar,,,
Urban Circle,Rohini,551,ROHINI - II,DDA FLAT NO.1 S/S,G - BLK MARKET,4/2/2017 11:06,4/2/2017 11:15,O/H FAULT,HT ABC failure,NA,,,
Metro Circle,Mangolpuri,518,ROHINI - II,P1 - BLOCK SULTAN PURI O/D (Z-518),I-BLK VIJAY VIHAR PHASE-2,4/2/2017 10:44,4/2/2017 11:54,O/H FAULT,Restored,NA,,,
Sub Urban Circle,Narela,522,DSIDC NARELA - 1,S/S NO-63 I BLOCK,B-BLK SULTANPURI O/D,4/2/2017 10:38,4/2/2017 11:40,TX FAULT,HT ABC failure,NA,,,
Urban Circle,Rohini,561,ROHINI SEC - 24,4/24 OUTDOOR S/S,HT522-21/16,4/2/2017 9:22,4/2/2017 11:58,TX FAULT,Maintenance cause,NA,,,
Sub Urban Circle,Narela,522,A - 7 NARELA,S/S NO-31,HT561-59/11/8/1/3,4/2/2017 12:43,4/2/2017 14:12,CABLE FAULT,Bird age,Deepanshu Agg,,,
Sub Urban Circle,Bawana,521,POOTH KHURD,SEC-1 NOP BLOCK,S/S NO - 31D-BLOCK DSIDC,4/2/2017 12:46,4/2/2017 13:05,MAINTENANCE CAUSE,Maintenance cause,Rajvir Singh,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
